A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Kinder Morgan Energy Partners L.P	guess=person	gold=	confidence=0.5004784517041341
Example:	Krispy Kreme Doughnuts, Inc.	guess=company	gold=	confidence=0.5484407028518767
Example:	LEXMARK INTL INC	guess=company	gold=	confidence=0.5323831936435788
Example:	Lasmo Plc	guess=company	gold=	confidence=0.39871147577970195
Example:	Leggett & Platt Inc.	guess=company	gold=	confidence=0.9639934968116831
Example:	Leviathan Gas Pipeline Partners L.P	guess=person	gold=	confidence=0.4266580976092597
Example:	Lexington Corporate Properties Trust	guess=company	gold=	confidence=0.8074631315595804
Example:	Liberty Ppty Tr	guess=company	gold=	confidence=0.6095393651699069
Example:	Lincoln National Capital III	guess=company	gold=	confidence=0.9898925164931425
Example:	Ltc Pptys Inc	guess=company	gold=	confidence=0.9622306668363916
Example:	Lyondell Chemical Co.	guess=company	gold=	confidence=0.6964960490200875
Example:	Manpower Inc.	guess=company	gold=	confidence=0.8669243049104709
Example:	Markel Corporation.	guess=person	gold=	confidence=0.3681714778670457
Example:	Mascotech Inc.	guess=company	gold=	confidence=0.8514389341795086
Example:	Maxtor Corp.	guess=company	gold=	confidence=0.7982354097141638
Example:	May Department Stores Co.	guess=company	gold=	confidence=0.725563925055397
Example:	Mdu Resources Group Inc.	guess=company	gold=	confidence=0.9225724856733932
Example:	Mead Corporation.	guess=company	gold=	confidence=0.715512906110085
Example:	Medical Assurance Inc.	guess=company	gold=	confidence=0.8128211369446703
Example:	Merck & Co Inc.	guess=company	gold=	confidence=0.9965340550277549
Example:	Mercury General Corporation.	guess=company	gold=	confidence=0.8327393046654029
Example:	Meristar Hotels & Resorts, Inc.	guess=company	gold=	confidence=0.9790452831936475
Example:	Metals Usa, Inc.	guess=company	gold=	confidence=0.9272469380789046
Example:	Mettler Toledo International Inc.	guess=company	gold=	confidence=0.8589687983171168
Example:	Mid Atlanta Medical Services Inc.	guess=company	gold=	confidence=0.7142522665556491
Example:	Millipore Corporation.	guess=company	gold=	confidence=0.7589336612592865
Example:	Mills Corporation.	guess=company	gold=	confidence=0.7188819680538086
Example:	Minerals Technologies Inc.	guess=company	gold=	confidence=0.4520295499226399
Example:	Minnesota Municipal Term Trust Inc.	guess=company	gold=	confidence=0.9515999630228883
Example:	Mmi Products Inc.	guess=company	gold=	confidence=0.9346130613946476
Example:	Monaco Coach Corpration	guess=company	gold=	confidence=0.9144538129010995
Example:	Monongahela Pwr Co	guess=movie	gold=	confidence=0.42185186876837305
Example:	Montana Pwr Cap I	guess=company	gold=	confidence=0.9573341004636086
Example:	Moore Corporation Ltd	guess=company	gold=	confidence=0.7140509851646908
Example:	Motivepower Industries Inc.	guess=company	gold=	confidence=0.7921202628827436
Example:	Mueller Inds Inc	guess=company	gold=	confidence=0.7352028107608995
Example:	Mutual Risk Mangement Ltd.	guess=movie	gold=	confidence=0.4728772326365745
Example:	NBCI Auto Commn Exchange	guess=company	gold=	confidence=0.9126321152855023
Example:	National Australia Bank Ltd.	guess=movie	gold=	confidence=0.44728891340197036
Example:	National Golf Properties Inc.	guess=company	gold=	confidence=0.9528385828394773
Example:	Nations Balanced Target Maturity Fund, Inc.	guess=company	gold=	confidence=0.9617108511079783
Example:	Newfield Exploration Co.	guess=company	gold=	confidence=0.630551300164536
Example:	Nfo Worldwide Inc.	guess=company	gold=	confidence=0.5529366640349386
Example:	Nippon Telegraph and Telephone Corp.	guess=company	gold=	confidence=0.9916181556220663
Example:	Noble Affiliates Inc.	guess=drug	gold=	confidence=0.35102444252307113
Example:	Northrop Grumman Corporation	guess=company	gold=	confidence=0.8674183839481837
Example:	Northwest Natural Gas Company	guess=company	gold=	confidence=0.5456976845352174
Example:	Novartis	guess=drug	gold=	confidence=0.9177171240998564
Example:	Nuveen Arizona Premium Income Municipal Fund	guess=company	gold=	confidence=0.9320682985973191
Example:	Nuveen California Performance Municipal Fund	guess=company	gold=	confidence=0.8939577355244492
Example:	Nuveen California Select Quality Municipal Fund	guess=company	gold=	confidence=0.8775345838308644
Example:	Nuveen Insured New York Select Tax-Free Income Portfolio	guess=company	gold=	confidence=0.8984873404938349
Example:	Nuveen New Jersey Investment Quality Municipal Fund	guess=company	gold=	confidence=0.4744612132457877
Example:	Nuveen New York Performance Plus Municipal Fund	guess=company	gold=	confidence=0.8404930341602526
Example:	Nuveen New York Quality Income Municipal Fund	guess=company	gold=	confidence=0.9482756398777911
Example:	Nuveen New York Select Quality Municipal Fund	guess=company	gold=	confidence=0.7838212698432898
Example:	Omnicom Group Inc.	guess=company	gold=	confidence=0.9776375601891267
Example:	Oneok Inc.	guess=company	gold=	confidence=0.7577453374635974
Example:	Orbital Engine Corporation Ltd.	guess=company	gold=	confidence=0.902983819664846
Example:	Outback Steakhouse, Inc.	guess=movie	gold=	confidence=0.7943275078177781
Example:	Pacific Gulf Properties Inc.	guess=company	gold=	confidence=0.9365712674022594
Example:	Pacificorp Cap Ii	guess=company	gold=	confidence=0.97928745355659
Example:	Packaging Corporation Of America	guess=company	gold=	confidence=0.6019137209645581
Example:	Pakistan Investment Fund, Inc.	guess=company	gold=	confidence=0.974623737071983
Example:	Pan Pacific Retail Properties	guess=drug	gold=	confidence=0.4164780458328688
Example:	Partnerre Ltd	guess=movie	gold=	confidence=0.2951151099943615
Example:	PennEngineering	guess=place	gold=	confidence=0.6496882993009596
Example:	Pharmacia Corporation	guess=drug	gold=	confidence=0.4166087397683834
Example:	Pimco Commercial Mortgage Securities Trust, Inc.	guess=company	gold=	confidence=0.9905065514515555
Example:	Pitney Bowes Inc	guess=company	gold=	confidence=0.43007454671881057
Example:	Plc Cap Tr I	guess=company	gold=	confidence=0.9961485620092971
Example:	Policy Management Systems Corporation.	guess=movie	gold=	confidence=0.4603207943752719
Example:	Progressive Return Fund, Inc.	guess=company	gold=	confidence=0.9041032175834756
Example:	Prospect Street High Income Portfolio Inc.	guess=company	gold=	confidence=0.9074409268780398
Example:	Pure Resources, Inc.	guess=company	gold=	confidence=0.9484798456140056
Example:	Putnam Master Intermediate Income Trust	guess=company	gold=	confidence=0.849820539212378
Example:	Putnam Municipal Opportunities Trust	guess=company	gold=	confidence=0.7868523188258538
Example:	Ralston Purina Co	guess=company	gold=	confidence=0.6975024012989259
Example:	Rayonier Inc.	guess=company	gold=	confidence=0.8215108206338017
Example:	Raytech Corporation.	guess=company	gold=	confidence=0.7879336083153585
Example:	Rdo Equipment Co.	guess=company	gold=	confidence=0.9182432067893221
Example:	Readers Digest Associates Inc.	guess=movie	gold=	confidence=0.43795003140306293
Example:	Readers Digest Association Inc.	guess=company	gold=	confidence=0.5193365936359924
Example:	Rhodia	guess=place	gold=	confidence=0.35666887578478007
Example:	Rightchoice Managed Care Inc.	guess=company	gold=	confidence=0.7993945162570552
Example:	Rohm & Haas Co.	guess=company	gold=	confidence=0.8725338224287329
Example:	Rollins Truck Leasing Corporation.	guess=company	gold=	confidence=0.8701796164553929
Example:	Rouse Company	guess=company	gold=	confidence=0.532850007911126
Example:	Ruby Tuesday Inc.	guess=company	gold=	confidence=0.5510001121722145
Example:	Ryland Group Inc.	guess=company	gold=	confidence=0.9506574079269042
Example:	S&P Global 100 Index	guess=drug	gold=	confidence=0.8810321980010822
Example:	SAP AG	guess=drug	gold=	confidence=0.5096848352118561
Example:	Safeway Inc.	guess=company	gold=	confidence=0.32856251665003616
Example:	Saks Inc.	guess=company	gold=	confidence=0.7379606569962145
Example:	Salomon Smith Barney Holding Inc.	guess=person	gold=	confidence=0.37973925525561786
Example:	San Paolo-Imi S P A	guess=company	gold=	confidence=0.5378665749917735
Example:	Santander Overseas Bank, Inc.	guess=company	gold=	confidence=0.6041834227261401
Example:	Scotts Co	guess=company	gold=	confidence=0.6661003171759504
Example:	Scudder Multi-Market Income Trust	guess=drug	gold=	confidence=0.4289163331071584
Example:	Scudder Strategic Municipal Income Trust	guess=company	gold=	confidence=0.8387787231792325
Example:	Seacor Smit Inc.	guess=company	gold=	confidence=0.9239081847871823
Example:	Serono	guess=drug	gold=	confidence=0.46917970882351573
Example:	Shaw Communications Inc.	guess=company	gold=	confidence=0.8487868512049828
Example:	Sierra Pac Pwr Cap I	guess=company	gold=	confidence=0.9918003337894375
Example:	Sizeler Property Investors Inc.	guess=company	gold=	confidence=0.9237475142355485
Example:	Smith Charles E Residential Realty Inc.	guess=company	gold=	confidence=0.6506406392127272
Example:	Socieda Quimica Min De Chile	guess=movie	gold=	confidence=0.6111177773545646
Example:	South Jersey Industries Inc.	guess=company	gold=	confidence=0.45963590786856007
Example:	Specialty Laboratories, Inc.	guess=company	gold=	confidence=0.8369273381732114
Example:	Ssbh Cap I	guess=company	gold=	confidence=0.8600087793754005
Example:	St. Paul Companies	guess=person	gold=	confidence=0.6948076128418104
Example:	Standard Commercial Corporation.	guess=company	gold=	confidence=0.9280917083179137
Example:	Standex International Corporation.	guess=company	gold=	confidence=0.8212733976117595
Example:	Sulzer Medica	guess=drug	gold=	confidence=0.5899641487794601
Example:	Sunbeam Corporation	guess=company	gold=	confidence=0.4535203071180684
Example:	Swisscom Ag	guess=movie	gold=	confidence=0.44536563157021086
Example:	Talbots Inc.	guess=company	gold=	confidence=0.822958990534459
Example:	Tefron Ltd.	guess=company	gold=	confidence=0.35962625779117047
Example:	Telebras HOLDRs	guess=drug	gold=	confidence=0.3881771792564776
Example:	Telef�nica del Per� SA	guess=movie	gold=	confidence=0.7089569861972884
Example:	Telemig Celular Participa��es S.A.	guess=company	gold=	confidence=0.40764010319313515
Example:	Templeton Emerging Markets Appreciation Fund, Inc.	guess=company	gold=	confidence=0.9900600614277172
Example:	Tennessee Valley Auth	guess=person	gold=	confidence=0.46278826451053
Example:	Terra Industries Inc.	guess=company	gold=	confidence=0.8749844568994278
Example:	Terra Nitrogen Co. LP	guess=company	gold=	confidence=0.9096840080370455
Example:	Tesoro Petroleum Corporation.	guess=company	gold=	confidence=0.7303223676552542
Example:	Texas Instruments Inc.	guess=company	gold=	confidence=0.967496318122085
Example:	Texas Utils Co	guess=company	gold=	confidence=0.647260167389679
Example:	The Blackrock 2001 Term Trust Inc.	guess=movie	gold=	confidence=0.9955145627840627
Example:	The Blackrock Florida Insured Municipal 2008 Term Trust	guess=movie	gold=	confidence=0.9994530630395381
Example:	The Blackrock Insured Municipal 2008 Term Trust Inc.	guess=movie	gold=	confidence=0.970552238580153
Example:	The Gabelli Equity Trust Inc.	guess=company	gold=	confidence=0.6516640889481596
Example:	The Germany Fund, Inc.	guess=company	gold=	confidence=0.7746091618042961
Example:	The Great-wesr Life Assurance Company	guess=movie	gold=	confidence=0.9825327781509855
Example:	The Greater China Fund, Inc.	guess=company	gold=	confidence=0.9179664635267939
Example:	The Latin American Discovery Fund, Inc.	guess=company	gold=	confidence=0.6765765540456242
Example:	The Swiss Helvetia Fund, Inc.	guess=movie	gold=	confidence=0.7360849875443572
Example:	Theragenics Corporation.	guess=company	gold=	confidence=0.5567240129185381
Example:	Thomas Industries Inc.	guess=company	gold=	confidence=0.599441634208858
Example:	Time Warner Capital I	guess=company	gold=	confidence=0.8357964264294054
Example:	Transcontinental Realty Investors Inc.	guess=company	gold=	confidence=0.9655577822780304
Example:	Transportadora de Gas del Sur	guess=movie	gold=	confidence=0.7850004330790908
Example:	Tremont Corporation	guess=company	gold=	confidence=0.7552004254489908
Example:	Trinity Industries Inc.	guess=company	gold=	confidence=0.8745232902949663
Example:	Triton Energy Ltd	guess=drug	gold=	confidence=0.4897928011912929
Example:	Twin Disc Inc.	guess=company	gold=	confidence=0.9102510868647007
Example:	UAL Corporation.	guess=company	gold=	confidence=0.8257706450711066
Example:	UNOCAL CORP	guess=drug	gold=	confidence=0.5673474355754137
Example:	US Airways Group Inc	guess=company	gold=	confidence=0.7868887002818512
Example:	Un Banco M�s de Todos	guess=movie	gold=	confidence=0.9497461154870496
Example:	UniSource Energy Corporation	guess=company	gold=	confidence=0.885062243210024
Example:	Unigraphics Solutions Inc.	guess=company	gold=	confidence=0.9333173343754426
Example:	Unisys Corp	guess=company	gold=	confidence=0.8863386288631135
Example:	United Parcel Service, Inc.	guess=company	gold=	confidence=0.9911437712762969
Example:	United Park City Mines Co..	guess=company	gold=	confidence=0.987398559416814
Example:	United Technologies Corporation.	guess=company	gold=	confidence=0.8136368379542789
Example:	Uni�o de Bancos Brasileiros S.A (Unibanco)	guess=movie	gold=	confidence=0.8628985288871395
Example:	UnumProvident Corporation	guess=company	gold=	confidence=0.47980557553324654
Example:	Urstadt Biddle Properties Inc.	guess=company	gold=	confidence=0.844424282693308
Example:	Usx Marathon Lg-Tm	guess=drug	gold=	confidence=0.6109057233471299
Example:	Van Kampen Bond Fund	guess=person	gold=	confidence=0.4805664504247759
Example:	Van Kampen High Income Trust II	guess=company	gold=	confidence=0.9486499246812834
Example:	Van Kampen Senior Income Trust	guess=company	gold=	confidence=0.8441022037620706
Example:	Venator Group Inc.	guess=company	gold=	confidence=0.8939077069704605
Example:	Verizon Communications	guess=movie	gold=	confidence=0.462521843624687
Example:	Viacom Inc.	guess=company	gold=	confidence=0.765715031127877
Example:	Viasystems Group Inc	guess=company	gold=	confidence=0.4557304516087737
Example:	Vintage Petroleum Inc.	guess=company	gold=	confidence=0.39395192162851395
Example:	Vishay Intertechnology Inc.	guess=company	gold=	confidence=0.3963124604146199
Example:	Vlasic Foods International Inc.	guess=company	gold=	confidence=0.8859354780570743
Example:	Volt Information Sciences Inc.	guess=company	gold=	confidence=0.9093869570612333
Example:	Wackenhut Corporation.	guess=company	gold=	confidence=0.4100708496174215
Example:	Washington Real Estate Investment	guess=movie	gold=	confidence=0.5459605725407473
Example:	Weddell & Reed Financial Inc	guess=company	gold=	confidence=0.6314347834561926
Example:	Wellpoint Health Networks Inc.	guess=company	gold=	confidence=0.4717733546771278
Example:	Wendys Fing I	guess=person	gold=	confidence=0.4109465934335636
Example:	Westport Resources Corporation	guess=company	gold=	confidence=0.8533408225556955
Example:	White Mount Ins Grp Ltd Berm	guess=company	gold=	confidence=0.5368210177422025
Example:	Whitehall Jewellers Inc	guess=person	gold=	confidence=0.7288562368526786
Example:	Williams Companies Inc	guess=company	gold=	confidence=0.5237728510329447
Example:	Winston Hotels, Inc.	guess=company	gold=	confidence=0.9501531939016685
Example:	Wmc Ltd	guess=company	gold=	confidence=0.343906907374684
Example:	World Wrestling Federation Entertainment, Inc.	guess=company	gold=	confidence=0.7493171611338467
Example:	Wpsr Cap Tr I	guess=company	gold=	confidence=0.9954743207567484
Example:	Wynns International Inc.	guess=company	gold=	confidence=0.9415415256724924
